osm_id,nama,daerah,kecamatan,alamat,jam_buka,jam_tutup,harga_min,harga_max,rating,deskripsi,kecamatan_id,latitude,longitude,photo_url,is_verified,is_active
node/1000071,"Meiji Park Cafe Candi",Sidoarjo,Candi,"Jl. Raya Candi No. 117",09:00:00,22:00:00,10000,40000,4.3,"Nikmati kopi premium dan suasana santai di Meiji Park Cafe Candi, Candi, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",8,-7.48232,112.71346,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000072,"HOP(E)S Cafe Candi",Sidoarjo,Candi,"Jl. Jenderal Sudirman No. 9",09:00:00,22:00:00,12000,27000,4.7,"Nikmati kopi premium dan suasana santai di HOP(E)S Cafe Candi, Candi, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",8,-7.4799,112.71374,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000073,"Candi Coffee House",Sidoarjo,Candi,"Jl. Pahlawan No. 104",09:00:00,22:00:00,20000,50000,4.9,"Nikmati kopi premium dan suasana santai di Candi Coffee House, Candi, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",8,-7.47972,112.71332,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000074,"Kopi Mbah Doel Candi",Sidoarjo,Candi,"Jl. Kartini No. 129",09:00:00,22:00:00,15000,35000,4.7,"Nikmati kopi premium dan suasana santai di Kopi Mbah Doel Candi, Candi, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",8,-7.48144,112.71332,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000075,"Pendopo Wetan Candi",Sidoarjo,Candi,"Jl. Gajah Mada No. 52",10:00:00,23:00:00,10000,40000,4,"Nikmati kopi premium dan suasana santai di Pendopo Wetan Candi, Candi, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",8,-7.48264,112.71196,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000076,"Point Coffee Candi",Sidoarjo,Candi,"Jl. Ahmad Yani No. 133",09:00:00,22:00:00,12000,42000,4.6,"Nikmati kopi premium dan suasana santai di Point Coffee Candi, Candi, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",8,-7.48036,112.7115,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000077,"Warkop Stasiun Candi",Sidoarjo,Candi,"Jl. KH. Wahid Hasyim No. 88",09:00:00,22:00:00,20000,35000,4.6,"Nikmati kopi premium dan suasana santai di Warkop Stasiun Candi, Candi, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",8,-7.47976,112.71164,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000078,"Rumah Kopi Candi",Sidoarjo,Candi,"Jl. Untung Suropati No. 28",09:00:00,22:00:00,20000,35000,4.3,"Nikmati kopi premium dan suasana santai di Rumah Kopi Candi, Candi, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",8,-7.48108,112.7133,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000079,"Ngopi Sore Candi",Sidoarjo,Candi,"Jl. Raden Patah No. 80",00:00:00,23:59:00,20000,45000,4.8,"Nikmati kopi premium dan suasana santai di Ngopi Sore Candi, Candi, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",8,-7.47936,112.71286,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000080,"Mbonk X Cafe Tanggulangin",Sidoarjo,Tanggulangin,"Jl. Yos Sudarso No. 122",10:00:00,23:00:00,12000,37000,4.1,"Nikmati kopi premium dan suasana santai di Mbonk X Cafe Tanggulangin, Tanggulangin, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",9,-7.51636,112.70842,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000081,"UWU COFFEE SHOP",Sidoarjo,Tanggulangin,"Jl. Raya Tanggulangin No. 91",09:00:00,22:00:00,20000,35000,4.1,"Nikmati kopi premium dan suasana santai di UWU COFFEE SHOP, Tanggulangin, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",9,-7.51446,112.70918,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000082,"Pring Bali Caffe Tanggulangin",Sidoarjo,Tanggulangin,"Jl. Jenderal Sudirman No. 57",09:00:00,22:00:00,18000,38000,4.7,"Nikmati kopi premium dan suasana santai di Pring Bali Caffe Tanggulangin, Tanggulangin, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",9,-7.51512,112.70846,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000083,"Kedai Kopi Kulit",Sidoarjo,Tanggulangin,"Jl. Pahlawan No. 46",09:00:00,22:00:00,18000,33000,4.3,"Nikmati kopi premium dan suasana santai di Kedai Kopi Kulit, Tanggulangin, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",9,-7.51558,112.71194,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000084,"Tanggulangin Coffee Corner",Sidoarjo,Tanggulangin,"Jl. Kartini No. 62",09:00:00,22:00:00,18000,38000,4.1,"Nikmati kopi premium dan suasana santai di Tanggulangin Coffee Corner, Tanggulangin, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",9,-7.51338,112.7087,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000085,"Kopi Tas Tanggulangin",Sidoarjo,Tanggulangin,"Jl. Gajah Mada No. 33",10:00:00,23:00:00,12000,27000,4.5,"Nikmati kopi premium dan suasana santai di Kopi Tas Tanggulangin, Tanggulangin, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",9,-7.51566,112.71008,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000086,"Kopi Pojok Tanggulangin",Sidoarjo,Tanggulangin,"Jl. Ahmad Yani No. 101",09:00:00,22:00:00,12000,42000,4.4,"Nikmati kopi premium dan suasana santai di Kopi Pojok Tanggulangin, Tanggulangin, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",9,-7.51534,112.7118,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000087,"Rumah Seduh Tanggulangin",Sidoarjo,Tanggulangin,"Jl. KH. Wahid Hasyim No. 118",09:00:00,22:00:00,20000,50000,4.8,"Nikmati kopi premium dan suasana santai di Rumah Seduh Tanggulangin, Tanggulangin, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",9,-7.5139,112.7122,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000088,"Kedai Kopi Sore Tanggulangin",Sidoarjo,Tanggulangin,"Jl. Untung Suropati No. 126",09:00:00,22:00:00,12000,37000,4.8,"Nikmati kopi premium dan suasana santai di Kedai Kopi Sore Tanggulangin, Tanggulangin, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",9,-7.51362,112.71074,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000089,"Angkringan Kopi Tanggulangin",Sidoarjo,Tanggulangin,"Jl. Raden Patah No. 118",00:00:00,23:59:00,18000,43000,4.6,"Nikmati kopi premium dan suasana santai di Angkringan Kopi Tanggulangin, Tanggulangin, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",9,-7.51652,112.70892,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000090,"Ngopi bareng BUNGA MEKAR",Sidoarjo,Porong,"Jl. Yos Sudarso No. 119",10:00:00,23:00:00,12000,37000,4,"Nikmati kopi premium dan suasana santai di Ngopi bareng BUNGA MEKAR, Porong, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",10,-7.54158,112.7,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000091,"Wafi Cafe Porong",Sidoarjo,Porong,"Jl. Raya Porong No. 84",09:00:00,22:00:00,15000,45000,4,"Nikmati kopi premium dan suasana santai di Wafi Cafe Porong, Porong, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",10,-7.53836,112.69992,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000092,"Warkop Wunut Porong",Sidoarjo,Porong,"Jl. Jenderal Sudirman No. 47",09:00:00,22:00:00,15000,35000,4,"Nikmati kopi premium dan suasana santai di Warkop Wunut Porong, Porong, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",10,-7.5409,112.70018,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000093,"Porong Coffee Station",Sidoarjo,Porong,"Jl. Pahlawan No. 4",09:00:00,22:00:00,15000,30000,4.4,"Nikmati kopi premium dan suasana santai di Porong Coffee Station, Porong, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",10,-7.54084,112.70034,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000094,"Kedai Kopi Margo Mulyo",Sidoarjo,Porong,"Jl. Kartini No. 123",09:00:00,22:00:00,20000,45000,4.2,"Nikmati kopi premium dan suasana santai di Kedai Kopi Margo Mulyo, Porong, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",10,-7.54118,112.70218,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000095,"Kopi Tanggul Porong",Sidoarjo,Porong,"Jl. Gajah Mada No. 65",10:00:00,23:00:00,20000,45000,4.1,"Nikmati kopi premium dan suasana santai di Kopi Tanggul Porong, Porong, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",10,-7.54104,112.69956,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000096,"Kopi Bangi Porong",Sidoarjo,Porong,"Jl. Ahmad Yani No. 22",09:00:00,22:00:00,12000,42000,4,"Nikmati kopi premium dan suasana santai di Kopi Bangi Porong, Porong, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",10,-7.5397,112.70136,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000097,"Warkop Porong Indah",Sidoarjo,Porong,"Jl. KH. Wahid Hasyim No. 22",09:00:00,22:00:00,12000,27000,4.8,"Nikmati kopi premium dan suasana santai di Warkop Porong Indah, Porong, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",10,-7.54,112.70252,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000098,"Kopi Seduluran Porong",Sidoarjo,Porong,"Jl. Untung Suropati No. 23",09:00:00,22:00:00,18000,38000,4.6,"Nikmati kopi premium dan suasana santai di Kopi Seduluran Porong, Porong, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",10,-7.5398,112.70136,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000099,"Warkop Gajah Mada Porong",Sidoarjo,Porong,"Jl. Raden Patah No. 64",00:00:00,23:59:00,12000,42000,4.7,"Nikmati kopi premium dan suasana santai di Warkop Gajah Mada Porong, Porong, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",10,-7.54114,112.7003,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000100,"Warung Kopi Mak Ti Tulangan",Sidoarjo,Tulangan,"Jl. Yos Sudarso No. 24",10:00:00,23:00:00,10000,40000,4.8,"Nikmati kopi premium dan suasana santai di Warung Kopi Mak Ti Tulangan, Tulangan, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",11,-7.47724,112.64446,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000101,"Cafe 86 Djoeragan Asap",Sidoarjo,Tulangan,"Jl. Raya Tulangan No. 114",09:00:00,22:00:00,12000,27000,4.3,"Nikmati kopi premium dan suasana santai di Cafe 86 Djoeragan Asap, Tulangan, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",11,-7.47646,112.64088,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000102,"Tulangan Coffee Lab",Sidoarjo,Tulangan,"Jl. Jenderal Sudirman No. 10",09:00:00,22:00:00,12000,32000,4.7,"Nikmati kopi premium dan suasana santai di Tulangan Coffee Lab, Tulangan, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",11,-7.47468,112.64388,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000103,"Warkop Threes'no Tulangan",Sidoarjo,Tulangan,"Jl. Pahlawan No. 47",09:00:00,22:00:00,20000,45000,4.8,"Nikmati kopi premium dan suasana santai di Warkop Threes'no Tulangan, Tulangan, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",11,-7.47622,112.64414,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000104,"Rumah Kopi Tulangan",Sidoarjo,Tulangan,"Jl. Kartini No. 97",09:00:00,22:00:00,12000,27000,4.4,"Nikmati kopi premium dan suasana santai di Rumah Kopi Tulangan, Tulangan, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",11,-7.47562,112.64204,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000105,"Teras Ngopi Tulangan",Sidoarjo,Tulangan,"Jl. Gajah Mada No. 83",10:00:00,23:00:00,20000,35000,4.4,"Nikmati kopi premium dan suasana santai di Teras Ngopi Tulangan, Tulangan, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",11,-7.47762,112.6409,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000106,"Kedai Kopi Hitam Tulangan",Sidoarjo,Tulangan,"Jl. Ahmad Yani No. 56",09:00:00,22:00:00,15000,30000,4.4,"Nikmati kopi premium dan suasana santai di Kedai Kopi Hitam Tulangan, Tulangan, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",11,-7.47794,112.64256,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000107,"Inspirasi Tulangan",Sidoarjo,Tulangan,"Jl. KH. Wahid Hasyim No. 88",09:00:00,22:00:00,12000,42000,4.3,"Nikmati kopi premium dan suasana santai di Inspirasi Tulangan, Tulangan, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",11,-7.47484,112.64204,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000108,"Warkop Makmur Tulangan",Sidoarjo,Tulangan,"Jl. Untung Suropati No. 101",09:00:00,22:00:00,18000,43000,4.7,"Nikmati kopi premium dan suasana santai di Warkop Makmur Tulangan, Tulangan, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",11,-7.47682,112.64122,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000109,"Kedai Kopi Jenggolo Tulangan",Sidoarjo,Tulangan,"Jl. Raden Patah No. 50",00:00:00,23:59:00,20000,35000,4.4,"Nikmati kopi premium dan suasana santai di Kedai Kopi Jenggolo Tulangan, Tulangan, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",11,-7.47708,112.64124,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000110,"Mbah Jebres Coffee Krembung",Sidoarjo,Krembung,"Jl. Yos Sudarso No. 12",10:00:00,23:00:00,18000,33000,4.3,"Nikmati kopi premium dan suasana santai di Mbah Jebres Coffee Krembung, Krembung, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",12,-7.53042,112.62384,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000111,"Warunk Kebun Kecil Krembung",Sidoarjo,Krembung,"Jl. Raya Krembung No. 6",09:00:00,22:00:00,12000,37000,4.7,"Nikmati kopi premium dan suasana santai di Warunk Kebun Kecil Krembung, Krembung, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",12,-7.53308,112.62566,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000112,"Krembung Coffee Space",Sidoarjo,Krembung,"Jl. Jenderal Sudirman No. 75",09:00:00,22:00:00,20000,35000,4.5,"Nikmati kopi premium dan suasana santai di Krembung Coffee Space, Krembung, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",12,-7.5299,112.62298,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000113,"Krembung Indah Cafe",Sidoarjo,Krembung,"Jl. Pahlawan No. 58",09:00:00,22:00:00,15000,30000,4.1,"Nikmati kopi premium dan suasana santai di Krembung Indah Cafe, Krembung, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",12,-7.53222,112.62368,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000114,"Warkop Krembung Jaya",Sidoarjo,Krembung,"Jl. Kartini No. 73",09:00:00,22:00:00,20000,50000,4.2,"Nikmati kopi premium dan suasana santai di Warkop Krembung Jaya, Krembung, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",12,-7.53064,112.62568,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000115,"Rumah Seduh Krembung",Sidoarjo,Krembung,"Jl. Gajah Mada No. 60",10:00:00,23:00:00,18000,48000,4,"Nikmati kopi premium dan suasana santai di Rumah Seduh Krembung, Krembung, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",12,-7.53022,112.62534,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000116,"Kopi Sore Krembung",Sidoarjo,Krembung,"Jl. Ahmad Yani No. 137",09:00:00,22:00:00,15000,30000,4.9,"Nikmati kopi premium dan suasana santai di Kopi Sore Krembung, Krembung, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",12,-7.52966,112.62442,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000117,"Warkop Klasik Krembung",Sidoarjo,Krembung,"Jl. KH. Wahid Hasyim No. 17",09:00:00,22:00:00,20000,40000,4.2,"Nikmati kopi premium dan suasana santai di Warkop Klasik Krembung, Krembung, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",12,-7.53234,112.62272,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000118,"Teras Kopi Krembung",Sidoarjo,Krembung,"Jl. Untung Suropati No. 91",09:00:00,22:00:00,18000,38000,4.5,"Nikmati kopi premium dan suasana santai di Teras Kopi Krembung, Krembung, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",12,-7.533,112.6247,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000119,"Kedai Kopi Mbah Man Krembung",Sidoarjo,Krembung,"Jl. Raden Patah No. 79",00:00:00,23:59:00,20000,50000,4.3,"Nikmati kopi premium dan suasana santai di Kedai Kopi Mbah Man Krembung, Krembung, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",12,-7.53012,112.62352,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000120,"Seven Point Café Jabon",Sidoarjo,Jabon,"Jl. Yos Sudarso No. 79",10:00:00,23:00:00,20000,50000,4.4,"Nikmati kopi premium dan suasana santai di Seven Point Café Jabon, Jabon, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",13,-7.56736,112.7639,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000121,"Jabon Riverside Coffee",Sidoarjo,Jabon,"Jl. Raya Jabon No. 75",09:00:00,22:00:00,10000,40000,4.5,"Nikmati kopi premium dan suasana santai di Jabon Riverside Coffee, Jabon, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",13,-7.56758,112.76488,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000122,"Warkop Tepi Tambak Jabon",Sidoarjo,Jabon,"Jl. Jenderal Sudirman No. 1",09:00:00,22:00:00,15000,35000,4.5,"Nikmati kopi premium dan suasana santai di Warkop Tepi Tambak Jabon, Jabon, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",13,-7.56958,112.76364,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000123,"Kopi Pesisir Jabon",Sidoarjo,Jabon,"Jl. Pahlawan No. 1",09:00:00,22:00:00,10000,30000,4.4,"Nikmati kopi premium dan suasana santai di Kopi Pesisir Jabon, Jabon, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",13,-7.57016,112.76388,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000124,"Warkop Jabon Indah",Sidoarjo,Jabon,"Jl. Kartini No. 77",09:00:00,22:00:00,18000,48000,4.7,"Nikmati kopi premium dan suasana santai di Warkop Jabon Indah, Jabon, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",13,-7.5674,112.76314,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000125,"Kopi Sederhana Jabon",Sidoarjo,Jabon,"Jl. Gajah Mada No. 149",10:00:00,23:00:00,12000,37000,4.8,"Nikmati kopi premium dan suasana santai di Kopi Sederhana Jabon, Jabon, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",13,-7.56708,112.76354,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000126,"Rumah Kopi Jabon",Sidoarjo,Jabon,"Jl. Ahmad Yani No. 96",09:00:00,22:00:00,12000,32000,4.5,"Nikmati kopi premium dan suasana santai di Rumah Kopi Jabon, Jabon, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",13,-7.56952,112.76454,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000127,"Angkringan Jabon",Sidoarjo,Jabon,"Jl. KH. Wahid Hasyim No. 57",09:00:00,22:00:00,15000,35000,4,"Nikmati kopi premium dan suasana santai di Angkringan Jabon, Jabon, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",13,-7.5701,112.76466,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000128,"Kopi Pagi Jabon",Sidoarjo,Jabon,"Jl. Untung Suropati No. 53",09:00:00,22:00:00,20000,45000,4.4,"Nikmati kopi premium dan suasana santai di Kopi Pagi Jabon, Jabon, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",13,-7.56816,112.7651,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000129,"Kedai Kopi Jabon Makmur",Sidoarjo,Jabon,"Jl. Raden Patah No. 135",00:00:00,23:59:00,20000,35000,4.9,"Nikmati kopi premium dan suasana santai di Kedai Kopi Jabon Makmur, Jabon, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",13,-7.5689,112.76366,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000130,"Warkop Coffe Selir Prambon",Sidoarjo,Prambon,"Jl. Yos Sudarso No. 139",10:00:00,23:00:00,10000,25000,4.7,"Nikmati kopi premium dan suasana santai di Warkop Coffe Selir Prambon, Prambon, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",14,-7.46986,112.55438,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000131,"Kalikopi Prambon",Sidoarjo,Prambon,"Jl. Raya Prambon No. 46",09:00:00,22:00:00,15000,30000,4.6,"Nikmati kopi premium dan suasana santai di Kalikopi Prambon, Prambon, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",14,-7.46664,112.55446,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000132,"Warkop Black Jedong Cangkring",Sidoarjo,Prambon,"Jl. Jenderal Sudirman No. 30",09:00:00,22:00:00,10000,40000,4.5,"Nikmati kopi premium dan suasana santai di Warkop Black Jedong Cangkring, Prambon, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",14,-7.4686,112.55128,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000133,"Balike Coffe Prambon",Sidoarjo,Prambon,"Jl. Pahlawan No. 147",09:00:00,22:00:00,10000,35000,4.1,"Nikmati kopi premium dan suasana santai di Balike Coffe Prambon, Prambon, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",14,-7.47026,112.55272,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000134,"Balad Coffe Wornk Prambon",Sidoarjo,Prambon,"Jl. Kartini No. 74",09:00:00,22:00:00,12000,37000,4.1,"Nikmati kopi premium dan suasana santai di Balad Coffe Wornk Prambon, Prambon, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",14,-7.46696,112.5523,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000135,"Prambon Coffee Garden",Sidoarjo,Prambon,"Jl. Gajah Mada No. 5",10:00:00,23:00:00,15000,40000,4,"Nikmati kopi premium dan suasana santai di Prambon Coffee Garden, Prambon, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",14,-7.46944,112.55164,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000136,"Kopi Sawah Prambon",Sidoarjo,Prambon,"Jl. Ahmad Yani No. 121",09:00:00,22:00:00,18000,38000,4.5,"Nikmati kopi premium dan suasana santai di Kopi Sawah Prambon, Prambon, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",14,-7.46734,112.55154,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000137,"Rumah Kopi Prambon",Sidoarjo,Prambon,"Jl. KH. Wahid Hasyim No. 94",09:00:00,22:00:00,12000,27000,4.8,"Nikmati kopi premium dan suasana santai di Rumah Kopi Prambon, Prambon, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",14,-7.46766,112.55462,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000138,"Teras Ngopi Prambon",Sidoarjo,Prambon,"Jl. Untung Suropati No. 63",09:00:00,22:00:00,12000,42000,4.2,"Nikmati kopi premium dan suasana santai di Teras Ngopi Prambon, Prambon, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",14,-7.46878,112.5538,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
node/1000139,"Kopi Rakyat Prambon",Sidoarjo,Prambon,"Jl. Raden Patah No. 16",00:00:00,23:59:00,10000,40000,4,"Nikmati kopi premium dan suasana santai di Kopi Rakyat Prambon, Prambon, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",14,-7.46768,112.55406,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,0,1
node/1000140,"1930 Gandok Tarik",Sidoarjo,Tarik,"Jl. Yos Sudarso No. 93",10:00:00,23:00:00,10000,30000,4.2,"Nikmati kopi premium dan suasana santai di 1930 Gandok Tarik, Tarik, Sidoarjo. Tempat terbaik untuk bersantai atau bekerja.",15,-7.45816,112.51416,https://images.unsplash.com/photo-1509042239860-f550ce710b93?w=500&q=80,1,1
